Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,0,12,-12,1.3,-0.0,20.1,12.2
2017-2019,-13,26,-39,1.23,-0.0,20.1,13.2
2018-2020,-20,24,-44,1.14,-0.0,47.4,12.5
2019-2021,107,66,41,1.15,0.0,47.4,26.9
2020-2022,148,7,141,1.14,0.1,41.1,31.0
2021-2023,195,22,172,1.2,0.1,39.7,41.0
2022-2024,-8,35,-43,1.16,-0.5,39.7,27.5
2023-2025,-51,81,-132,1.2,-2.2,44.2,38.4
2024-2026,38,71,-34,1.09,-0.5,44.2,54.9
