Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-14,12,-26,1.16,-0.1,32.7,18.5
2017-2019,22,26,-4,1.18,-0.0,32.7,32.1
2018-2020,42,24,18,1.32,0.0,51.8,40.1
2019-2021,131,66,65,1.44,0.1,51.8,57.4
2020-2022,15,7,7,1.45,0.0,51.8,39.9
2021-2023,40,22,18,1.61,0.2,36.4,57.9
2022-2024,-19,35,-54,1.57,-0.5,28.8,52.4
2023-2025,10,81,-70,1.73,-1.0,44.0,54.7
2024-2026,-1,77,-77,1.8,-0.8,44.0,58.5
