Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2020-2022,-11,7,-19,0.84,-0.0,42.0,13.0
2021-2023,-9,22,-31,0.7,-0.0,22.6,12.7
2022-2024,25,35,-10,0.68,-0.0,22.6,20.8
2023-2025,111,81,30,0.7,0.1,17.2,31.3
2024-2026,67,47,20,0.67,0.0,28.5,24.7
