Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-18,12,-30,0.84,-0.1,34.8,10.4
2017-2019,20,26,-5,0.8,-0.0,34.8,15.7
2018-2020,55,24,31,0.85,0.0,35.6,21.5
2019-2021,134,66,67,0.9,0.0,35.6,32.7
2020-2022,18,7,10,0.98,0.0,44.1,21.7
2021-2023,33,22,11,1.18,0.1,44.1,27.6
2022-2024,-8,35,-43,1.2,-0.3,33.6,28.5
2023-2025,-19,81,-100,1.12,-0.8,29.9,24.2
2024-2026,-60,71,-131,0.97,-1.0,43.0,19.3
