Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,35,12,23,1.28,0.0,24.4,6.1
2017-2019,124,26,98,1.35,0.6,21.4,11.1
2018-2020,165,24,141,1.27,1.8,32.7,18.7
2019-2021,357,66,291,1.28,5.3,32.7,34.9
2020-2022,3,7,-4,1.39,-0.0,75.2,17.1
2021-2023,-105,22,-128,1.62,-1.1,75.2,15.5
2022-2024,-216,35,-251,1.51,-1.5,63.6,12.2
2023-2025,-105,81,-185,1.26,-0.0,55.2,10.7
2024-2026,-125,77,-202,0.99,-0.0,70.2,4.9
