Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,10,12,-2,0.51,-0.0,11.9,69.4
2017-2019,26,26,1,0.43,0.0,11.9,83.6
2018-2020,2,24,-21,0.9,-0.1,46.0,64.0
2019-2021,42,66,-24,0.96,-0.0,46.0,100.7
2020-2022,-28,7,-36,0.93,-0.1,46.0,64.4
2021-2023,18,22,-5,0.76,-0.0,32.2,74.7
2022-2024,-8,35,-43,0.72,-0.1,32.2,87.7
2023-2025,10,81,-71,0.68,-0.5,18.2,72.3
2024-2026,-71,76,-146,0.47,-0.6,66.1,26.3
