Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,39,12,27,1.08,0.0,20.5,16.4
2017-2019,48,26,23,0.99,0.3,20.5,25.3
2018-2020,4,24,-19,0.92,-0.1,49.4,25.4
2019-2021,88,66,22,0.95,0.1,49.4,35.6
2020-2022,-5,7,-13,0.99,-0.1,49.4,28.9
2021-2023,72,22,49,1.11,0.7,31.3,41.6
2022-2024,84,35,49,1.05,0.8,31.3,56.4
2023-2025,123,81,42,0.95,1.2,25.8,65.6
2024-2026,104,71,33,0.92,1.1,25.8,74.0
