Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,40,12,28,1.04,0.1,23.1,164.9
2017-2019,40,26,14,1.05,0.1,23.1,158.4
2018-2020,-5,24,-28,0.81,-0.1,33.1,191.7
2019-2021,91,66,24,0.72,0.1,33.1,242.2
2020-2022,107,7,100,0.59,1.3,33.1,289.1
2021-2023,58,22,35,0.36,0.8,19.8,277.2
2022-2024,44,35,9,0.3,0.2,19.8,317.9
2023-2025,100,81,19,0.32,0.5,20.5,408.7
2024-2026,110,76,34,0.26,1.0,20.5,458.7
