Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,7,12,-5,1.18,-0.0,22.0,4.5
2017-2019,-18,26,-44,1.15,-0.0,22.0,6.1
2018-2020,82,24,58,1.05,0.1,41.9,10.9
2019-2021,190,66,123,1.08,0.2,41.9,17.3
2020-2022,219,7,212,1.05,0.3,40.8,21.5
2021-2023,260,22,237,1.1,5.4,24.4,32.5
2022-2024,352,35,317,1.13,7.7,24.4,47.6
2023-2025,400,81,319,1.34,8.0,33.7,63.6
2024-2026,593,47,546,1.39,13.6,33.7,86.2
