Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-20,12,-32,0.78,-0.1,26.6,16.9
2017-2019,3,26,-23,0.57,-0.0,26.6,21.8
2018-2020,-9,24,-33,0.8,-0.0,41.1,19.6
2019-2021,26,66,-40,0.83,-0.0,41.1,21.4
2020-2022,50,7,42,0.67,0.1,41.1,30.4
2021-2023,121,22,98,0.32,0.6,15.4,41.6
2022-2024,87,35,52,0.32,0.7,20.2,41.2
2023-2025,166,81,85,0.37,1.8,21.9,66.9
2024-2026,166,42,124,0.43,2.5,21.9,80.7
