Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,20,12,8,0.8,0.0,13.2,43.7
2017-2019,33,26,7,0.73,0.1,13.2,53.7
2018-2020,41,24,17,0.83,0.2,32.9,66.9
2019-2021,64,66,-2,0.84,-0.0,32.9,79.4
2020-2022,-18,7,-26,0.85,-0.3,32.9,59.5
2021-2023,5,22,-17,0.81,-0.2,32.1,74.5
2022-2024,12,35,-23,0.76,-0.3,32.1,86.5
2023-2025,52,81,-29,0.57,-0.6,21.5,94.0
2024-2026,-2,71,-74,0.45,-1.3,31.5,80.5
