Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,89,12,77,1.63,0.0,40.3,110.1
2017-2019,45,26,20,1.69,0.2,40.3,133.1
2018-2020,54,24,30,0.94,0.5,40.3,222.4
2019-2021,50,66,-16,0.77,-0.4,31.6,247.8
2020-2022,-64,7,-72,0.99,-0.1,74.7,121.3
2021-2023,-61,22,-83,1.49,-0.2,74.7,200.2
2022-2024,154,35,120,1.52,0.2,62.4,366.6
2023-2025,180,81,99,1.05,1.4,29.9,385.6
2024-2026,99,47,52,0.92,1.1,42.4,389.5
