Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-3,12,-15,0.89,-0.0,39.0,0.0
2017-2019,5,26,-21,0.69,-0.0,39.0,0.0
2018-2020,-74,24,-98,0.86,-0.1,82.2,0.0
2019-2021,-13,66,-80,0.91,-0.1,82.2,0.0
2020-2022,16,7,8,0.69,0.0,79.6,0.0
2021-2023,51,22,29,0.36,0.0,29.8,0.0
2022-2024,15,35,-19,0.21,-0.0,29.8,0.0
2023-2025,-4,81,-85,0.37,-0.0,23.6,0.0
2024-2026,77,70,7,0.01,0.0,23.6,0.0
