Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,21,12,9,0.7,0.0,13.2,19.2
2017-2019,34,26,8,0.57,0.1,13.2,26.9
2018-2020,33,24,9,0.89,0.1,33.3,29.7
2019-2021,64,66,-3,0.91,-0.0,33.3,37.1
2020-2022,-28,7,-35,0.95,-0.3,38.5,24.3
2021-2023,-37,22,-60,0.96,-0.1,46.0,21.1
2022-2024,-74,35,-109,0.99,-0.1,43.4,16.3
2023-2025,-84,81,-164,0.96,-0.2,55.0,8.2
2024-2026,-54,42,-96,0.82,-0.1,54.3,8.0
