Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2018-2020,-87,24,-111,0.7,-0.1,65.8,0.8
2019-2021,4735,66,4669,0.86,4.0,76.9,28.8
2020-2022,1524,7,1516,1.18,1.4,92.2,11.9
2021-2023,403,22,380,1.82,1.1,92.2,15.1
2022-2024,1390,35,1355,1.71,9.2,69.3,53.4
2023-2025,-432,81,-513,1.59,-3.9,74.8,19.8
2024-2026,-153,48,-201,1.82,-1.3,80.9,15.9
