Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,5,12,-7,0.99,-0.0,24.2,22.7
2017-2019,-17,26,-43,0.91,-0.0,24.2,26.4
2018-2020,-28,24,-52,1.04,-0.0,55.5,22.8
2019-2021,-25,66,-92,1.09,-0.1,55.5,21.0
2020-2022,-38,7,-46,1.07,-0.0,55.5,16.5
2021-2023,-26,22,-49,1.02,-0.0,44.9,14.1
2022-2024,-9,35,-44,0.97,-0.1,40.2,16.4
2023-2025,34,81,-47,1.14,-0.2,40.2,20.2
2024-2026,38,75,-37,1.28,-0.1,33.4,19.9
