Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,28,12,16,0.51,0.0,15.3,50.0
2017-2019,33,26,7,0.31,0.0,15.3,58.9
2018-2020,17,24,-7,1.14,-0.0,61.1,46.6
2019-2021,20,66,-46,1.26,-0.1,61.1,61.8
2020-2022,-25,7,-33,1.15,-0.1,61.1,47.2
2021-2023,50,22,27,0.73,0.1,37.2,65.0
2022-2024,63,35,28,0.63,0.1,37.2,90.8
2023-2025,171,81,90,0.5,1.8,14.3,133.8
2024-2026,214,73,141,0.26,3.9,12.7,168.0
