Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,70,12,58,0.67,0.1,8.0,67.8
2017-2019,32,26,7,0.58,0.1,10.5,72.4
2018-2020,0,24,-24,0.9,-0.3,37.2,65.6
2019-2021,21,66,-46,0.94,-0.5,37.2,82.4
2020-2022,-47,7,-54,0.86,-0.7,37.2,60.6
2021-2023,16,22,-6,0.52,-0.1,27.8,75.9
2022-2024,12,35,-22,0.39,-0.5,27.8,83.7
2023-2025,86,81,5,0.04,0.1,9.1,98.5
2024-2026,89,47,42,-0.06,1.2,9.1,111.4
