Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2018-2020,1567,24,1543,1.21,0.7,67.5,8.3
2019-2021,2284,66,2217,1.36,6.6,73.6,14.4
2020-2022,-51,7,-58,1.61,-0.4,89.3,4.1
2021-2023,-2231,22,-2254,1.8,-28.2,89.8,11.0
2022-2024,-561,35,-596,1.8,-6.7,72.0,14.7
2023-2025,125,81,44,1.73,0.5,62.6,8.9
2024-2026,-791,65,-856,1.98,-9.8,75.0,6.1
