Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,36,12,24,1.07,0.0,17.2,19.2
2017-2019,149,26,123,1.09,0.5,17.2,31.6
2018-2020,102,24,78,1.26,0.8,62.1,35.0
2019-2021,70,66,4,1.31,0.0,62.1,35.9
2020-2022,-64,7,-71,1.27,-0.9,62.1,35.6
2021-2023,132,22,109,1.13,2.1,23.5,57.1
2022-2024,248,35,213,1.09,4.3,23.5,71.6
2023-2025,239,81,158,0.84,4.5,17.9,75.1
2024-2026,73,52,21,0.81,0.9,17.9,71.1
