Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2022-2024,815,35,780,2.26,2.3,59.9,106.7
2023-2025,1484,81,1403,2.27,4.1,56.8,222.0
2024-2026,817,47,770,2.5,5.0,56.8,145.8
