Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-21,12,-34,0.97,-0.0,16.4,18.1
2017-2019,8,26,-18,0.92,-0.0,16.4,24.9
2018-2020,47,24,24,0.92,0.0,41.8,28.5
2019-2021,155,66,88,0.93,0.1,41.8,49.8
2020-2022,82,7,75,0.96,0.1,41.8,39.2
2021-2023,23,22,1,1.01,0.0,38.7,35.3
2022-2024,21,35,-14,1.04,-0.2,31.6,48.3
2023-2025,132,81,52,1.16,0.9,29.0,73.3
2024-2026,220,52,168,1.15,3.7,20.6,82.6
