Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,12,12,0,0.47,-0.0,9.2,204.4
2017-2019,36,26,10,0.43,0.0,10.2,239.0
2018-2020,25,24,1,0.71,0.0,34.5,236.8
2019-2021,34,66,-33,0.74,-0.3,34.5,255.6
2020-2022,15,7,7,0.69,0.1,34.5,274.6
2021-2023,22,22,0,0.48,0.0,14.5,254.4
2022-2024,3,35,-32,0.39,-0.7,14.5,268.8
2023-2025,27,81,-54,0.13,-1.4,14.3,301.8
2024-2026,83,75,8,-0.02,0.2,13.4,390.7
