Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,2,12,-10,0.97,-0.0,17.4,83.1
2017-2019,-5,26,-31,1.1,-0.1,24.7,76.9
2018-2020,-33,24,-57,0.9,-0.0,31.3,76.2
2019-2021,1,66,-65,0.81,-0.0,31.3,77.5
2020-2022,-8,7,-16,0.75,-0.0,29.7,52.3
2021-2023,-23,22,-45,0.75,-0.2,29.7,47.7
2022-2024,21,35,-13,0.79,-0.0,24.5,67.3
2023-2025,80,81,-1,1.02,-0.0,19.4,83.5
2024-2026,90,73,17,0.94,0.0,18.2,83.8
