Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,61,12,49,1.3,0.1,27.5,8.2
2017-2019,34,26,9,1.28,0.1,27.5,8.5
2018-2020,13,24,-11,1.12,-0.1,45.8,10.4
2019-2021,-2,66,-68,1.09,-0.5,45.8,10.7
2020-2022,-8,7,-16,1.09,-0.1,45.8,9.4
2021-2023,28,22,5,1.07,0.0,23.9,13.3
2022-2024,177,35,142,1.05,1.2,23.9,24.8
2023-2025,42,81,-39,0.84,-0.4,40.0,15.6
2024-2026,-33,75,-108,0.67,-1.2,62.3,12.6
