Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-9,9,-17,1.01,-0.0,44.3,19.8
2017-2019,1,25,-24,1.14,-0.0,44.3,26.9
2018-2020,-23,24,-47,0.73,-0.0,44.3,35.9
2019-2021,5,64,-59,0.64,-0.1,16.3,33.0
2020-2022,-18,5,-23,0.58,-0.0,16.3,30.6
2021-2023,-20,18,-38,0.59,-0.0,15.6,34.2
2022-2024,0,29,-30,0.6,-0.0,14.8,36.6
2023-2025,30,75,-46,0.46,-0.1,29.6,51.1
