Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,7,12,-5,1.24,-0.0,26.2,20.0
2017-2019,10,26,-16,1.12,-0.0,26.2,27.5
2018-2020,-58,24,-82,1.83,-0.1,86.4,12.0
2019-2021,-45,66,-111,1.95,-0.3,86.4,9.8
2020-2022,-66,7,-74,2.02,-0.2,85.5,5.8
2021-2023,14,22,-8,1.91,-0.1,59.9,9.4
2022-2024,40,35,6,1.91,0.0,51.9,12.1
2023-2025,37,81,-44,1.79,-0.0,45.0,10.5
2024-2026,1,75,-74,1.82,-0.0,45.0,7.9
