Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,14,12,2,1.11,0.0,39.3,22.3
2017-2019,21,26,-4,1.12,-0.0,39.3,27.8
2018-2020,-65,24,-89,1.42,-0.1,64.7,16.8
2019-2021,-1,66,-67,1.47,-0.1,64.7,22.3
2020-2022,88,7,81,1.22,0.1,60.7,37.7
2021-2023,116,22,94,0.71,0.3,30.5,38.6
2022-2024,47,35,13,0.61,0.2,31.7,36.4
2023-2025,14,81,-67,0.84,-1.2,38.1,48.3
2024-2026,235,71,164,0.61,3.0,38.1,92.9
