Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,4,12,-8,0.69,-0.0,24.5,34.1
2017-2019,33,26,7,0.74,0.0,24.5,47.8
2018-2020,-23,24,-47,0.78,-0.2,26.9,42.4
2019-2021,45,66,-22,0.74,-0.2,26.9,53.8
2020-2022,66,7,59,0.62,0.7,25.9,75.9
2021-2023,69,22,47,0.34,0.7,19.8,65.1
2022-2024,32,35,-3,0.27,-0.1,19.8,65.3
2023-2025,36,81,-44,0.1,-1.2,18.4,79.3
2024-2026,29,75,-45,0.04,-0.9,34.4,78.4
