Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,29,12,17,1.29,0.1,31.4,312.3
2017-2019,44,26,18,1.42,0.1,31.4,483.2
2018-2020,-33,24,-57,0.84,-0.4,31.4,530.3
2019-2021,-62,66,-128,0.74,-0.2,58.9,270.6
2020-2022,-96,7,-103,0.83,-0.1,72.1,200.7
2021-2023,-119,22,-141,1.15,-0.2,68.5,176.6
2022-2024,-13,35,-48,1.12,-0.4,45.2,193.2
2023-2025,46,81,-35,0.88,-0.0,32.1,334.0
2024-2026,45,71,-26,0.9,-0.0,46.6,268.8
