Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-4,12,-16,1.18,-0.0,22.1,20.0
2017-2019,17,26,-9,1.12,-0.0,22.1,27.7
2018-2020,21,24,-3,0.9,-0.0,34.9,30.2
2019-2021,33,66,-34,0.88,-0.2,34.9,30.9
2020-2022,34,7,27,0.81,0.2,34.6,34.7
2021-2023,83,22,61,0.81,0.8,15.3,51.4
2022-2024,106,35,71,0.8,1.1,24.7,54.7
2023-2025,91,81,10,0.88,0.2,24.7,57.6
2024-2026,44,52,-8,0.88,-0.2,24.7,62.1
