Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,9,12,-3,0.93,-0.0,18.4,79.2
2017-2019,33,26,7,0.96,0.1,18.4,106.0
2018-2020,31,24,7,1.05,0.0,41.4,127.4
2019-2021,34,66,-32,1.06,-0.3,41.4,124.9
2020-2022,18,7,10,0.97,0.1,41.4,128.4
2021-2023,-2,22,-25,0.82,-0.2,18.8,125.7
2022-2024,11,35,-24,0.77,-0.2,17.3,135.3
2023-2025,2,81,-79,0.78,-1.4,19.4,124.0
2024-2026,36,47,-11,0.74,-0.2,19.4,146.2
