Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,4,12,-8,0.95,-0.0,27.5,36.2
2017-2019,18,26,-8,0.85,-0.0,27.5,61.6
2018-2020,61,24,37,0.77,0.0,30.6,84.0
2019-2021,63,66,-4,0.72,-0.1,30.6,82.8
2020-2022,-79,7,-87,0.77,-0.2,58.7,43.1
2021-2023,-78,22,-101,0.9,-0.1,58.7,49.4
2022-2024,-70,35,-105,0.92,-0.0,47.0,43.5
2023-2025,-45,81,-126,0.88,-0.0,51.4,26.5
2024-2026,-40,47,-87,0.76,-0.0,52.9,26.6
