Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-2,12,-15,0.96,-0.0,21.9,7.3
2017-2019,-2,26,-28,0.98,-0.0,21.9,8.5
2018-2020,11,24,-13,1.04,-0.0,40.2,8.6
2019-2021,38,66,-29,1.05,-0.0,40.2,10.8
2020-2022,47,7,40,0.96,0.1,39.1,11.5
2021-2023,63,22,40,0.8,0.5,17.3,14.5
2022-2024,80,35,45,0.79,0.7,14.6,17.1
2023-2025,54,81,-27,0.8,-0.6,19.1,17.3
