Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,6,12,-6,0.46,-0.0,12.3,152.8
2017-2019,28,26,2,0.46,0.0,12.3,189.0
2018-2020,24,24,0,0.78,-0.0,27.5,205.0
2019-2021,50,66,-17,0.82,-0.2,27.5,240.2
2020-2022,26,7,19,0.74,0.2,27.5,249.8
2021-2023,21,22,-1,0.47,-0.0,15.3,234.8
2022-2024,-19,35,-54,0.38,-1.4,15.3,210.2
2023-2025,-8,81,-89,0.17,-2.0,19.8,198.4
2024-2026,-10,71,-82,0.06,-1.5,19.8,186.7
