Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,42,12,30,0.98,0.0,20.3,65.0
2017-2019,29,26,3,1.08,0.0,20.3,84.9
2018-2020,4,24,-20,1.35,-0.1,48.8,82.5
2019-2021,49,66,-18,1.38,-0.0,48.8,111.6
2020-2022,-1,7,-8,1.33,-0.0,48.8,100.8
2021-2023,52,22,29,1.16,0.4,28.5,127.8
2022-2024,88,35,53,1.13,0.8,28.5,202.5
2023-2025,161,81,80,1.25,1.6,27.5,252.4
2024-2026,104,72,32,1.22,0.9,27.5,230.7
