Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,10,12,-2,0.67,-0.0,16.9,314.8
2017-2019,24,26,-1,0.67,-0.0,16.9,355.8
2018-2020,17,24,-7,0.67,-0.1,26.1,383.9
2019-2021,30,66,-36,0.63,-0.4,26.1,417.3
2020-2022,20,7,13,0.54,0.1,26.1,430.9
2021-2023,-6,22,-28,0.33,-0.6,13.1,382.4
2022-2024,-18,35,-53,0.25,-1.0,13.1,352.8
2023-2025,45,81,-35,0.1,-0.6,13.1,504.9
2024-2026,91,75,16,-0.04,0.3,12.1,652.2
