Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2021-2023,-18,22,-41,1.81,-0.1,65.3,3.2
2022-2024,333,35,298,1.97,0.4,50.7,14.7
2023-2025,889,81,808,2.2,1.1,47.3,40.4
2024-2026,1758,76,1681,2.42,2.2,47.3,83.1
