Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,12,12,0,0.96,0.0,25.4,7.6
2017-2019,67,26,41,0.88,0.1,25.4,12.3
2018-2020,88,24,64,0.71,0.6,25.4,17.9
2019-2021,131,66,64,0.74,0.7,22.5,22.0
2020-2022,-39,7,-46,0.9,-0.6,42.8,13.2
2021-2023,-39,22,-61,1.29,-0.8,42.8,17.1
2022-2024,9,35,-26,1.19,-0.4,36.9,23.6
2023-2025,28,81,-53,0.8,-1.2,27.8,18.6
2024-2026,-56,78,-134,0.5,-1.1,53.8,13.0
