Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,82,12,70,1.31,0.1,26.9,10.3
2017-2019,128,26,102,1.24,0.5,26.9,15.7
2018-2020,150,24,126,1.06,1.5,37.0,21.8
2019-2021,410,66,344,1.09,5.0,37.0,52.7
2020-2022,113,7,106,1.23,1.8,37.0,35.9
2021-2023,117,22,94,1.53,2.0,37.7,42.9
2022-2024,86,35,51,1.38,1.0,37.7,69.3
2023-2025,60,81,-20,1.14,-0.4,37.7,58.3
2024-2026,387,75,312,1.08,4.9,34.5,113.4
