Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2018-2020,-55,24,-79,0.98,-0.1,71.6,5.2
2019-2021,3668,66,3602,1.16,2.6,71.6,70.5
2020-2022,1271,7,1263,1.3,4.1,70.6,34.0
2021-2023,1176,22,1153,1.45,3.9,70.6,43.1
2022-2024,378,35,343,1.24,5.6,56.2,96.6
2023-2025,1505,81,1424,0.74,26.8,40.7,119.0
2024-2026,906,46,860,0.86,15.5,55.3,88.3
