Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2022-2024,234,35,199,1.99,0.5,32.2,33.5
2023-2025,623,81,542,2.45,1.3,46.9,101.8
2024-2026,396,69,327,2.7,1.0,56.7,78.0
