Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-24,12,-36,1.68,-0.1,46.7,14.2
2017-2019,-56,26,-81,1.44,-0.2,46.7,16.4
2018-2020,-45,24,-69,1.67,-0.2,78.3,9.9
2019-2021,146,66,79,1.73,0.2,78.3,27.7
2020-2022,291,7,284,1.5,0.6,76.0,38.7
2021-2023,181,22,159,1.08,0.3,35.8,28.5
2022-2024,-64,35,-99,0.88,-1.7,46.5,20.6
2023-2025,-155,81,-236,1.04,-4.9,45.3,23.1
2024-2026,41,47,-6,0.97,-0.1,43.3,30.3
