Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,20,12,8,0.94,0.0,20.3,171.1
2017-2019,34,26,8,0.93,0.1,20.3,217.5
2018-2020,18,24,-6,1.07,-0.1,36.9,264.6
2019-2021,115,66,48,1.05,0.5,36.9,413.4
2020-2022,28,7,21,1.03,0.2,36.9,314.6
2021-2023,21,22,-1,0.93,-0.0,31.8,345.2
2022-2024,-6,35,-41,0.92,-0.7,24.8,387.4
2023-2025,-3,81,-84,0.77,-1.7,20.8,342.7
2024-2026,-27,42,-69,0.7,-1.4,21.6,320.4
