Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,24,12,12,0.53,0.0,9.1,19.3
2017-2019,-9,26,-35,0.39,-0.2,16.5,18.6
2018-2020,-25,24,-49,1.05,-0.0,54.8,14.8
2019-2021,-4,66,-71,1.15,-0.1,54.8,19.0
2020-2022,23,7,16,1.03,0.0,54.0,20.5
2021-2023,33,22,10,0.59,0.1,22.1,19.5
2022-2024,13,35,-22,0.51,-0.3,22.1,21.6
2023-2025,34,81,-47,0.29,-0.7,16.9,26.2
2024-2026,60,71,-12,0.12,-0.2,16.9,29.1
