Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-15,12,-27,0.97,-0.1,23.6,9.2
2017-2019,-7,26,-32,0.85,-0.1,23.6,13.4
2018-2020,-67,24,-91,0.86,-0.2,40.9,6.5
2019-2021,-6,66,-73,0.86,-0.2,40.9,8.2
2020-2022,-50,7,-58,0.83,-0.3,38.3,5.2
2021-2023,1,22,-22,0.87,-0.3,56.8,5.1
2022-2024,16,35,-18,0.93,-0.1,56.8,7.1
2023-2025,348,81,267,1.33,0.5,56.8,33.6
2024-2026,305,66,239,1.36,0.4,47.1,30.1
