Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,48,12,36,1.12,0.0,25.7,28.4
2017-2019,45,26,20,1.1,0.0,31.1,30.9
2018-2020,-20,24,-44,1.09,-0.0,31.2,29.5
2019-2021,11,66,-55,1.03,-0.0,31.2,40.5
2020-2022,15,7,8,0.89,0.1,31.2,40.3
2021-2023,9,22,-14,0.56,-0.1,32.1,36.5
2022-2024,-49,35,-84,0.51,-0.8,32.1,29.8
2023-2025,-70,81,-151,0.26,-0.1,65.5,20.2
2024-2026,-74,52,-126,0.19,-0.0,65.5,17.6
