Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-14,12,-26,0.97,-0.1,32.7,15.6
2017-2019,2,26,-23,0.81,-0.1,32.7,21.5
2018-2020,4,24,-20,1.46,-0.0,54.3,23.9
2019-2021,66,66,-1,1.58,-0.0,54.3,29.4
2020-2022,14,7,6,1.45,0.0,54.3,22.1
2021-2023,18,22,-4,1.06,-0.0,31.1,24.8
2022-2024,-35,35,-70,0.93,-0.4,31.1,20.1
2023-2025,-24,81,-105,0.77,-0.0,22.9,16.9
2024-2026,-14,75,-89,0.6,-0.0,22.9,17.6
