Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2020-2022,-30,7,-37,1.25,-0.1,57.2,26.0
2021-2023,-38,22,-60,1.98,-0.1,57.5,43.0
2022-2024,-43,35,-78,1.95,-0.1,54.2,50.6
2023-2025,54,81,-26,1.5,-0.0,46.2,48.1
2024-2026,-17,52,-69,1.4,-0.5,47.3,45.1
