Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2021-2023,-240,22,-263,1.94,-0.9,85.9,13.9
2022-2024,-97,35,-131,1.75,-0.3,71.0,11.2
2023-2025,-38,81,-119,1.37,-0.3,77.4,3.0
2024-2026,-64,76,-140,1.55,-0.5,84.6,1.5
