Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2022-2024,134,35,99,1.01,0.1,25.0,83.6
2023-2025,193,81,112,1.55,1.1,49.0,132.0
2024-2026,59,71,-12,1.65,-0.1,49.0,98.0
