Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2018-2020,21,24,-3,1.15,-0.0,42.5,0.0
2019-2021,72,66,5,1.18,0.0,42.5,0.0
2020-2022,38,7,31,1.12,0.0,42.5,0.0
2021-2023,49,22,27,1.05,0.3,19.7,0.0
2022-2024,46,35,11,1.04,0.1,19.7,0.0
2023-2025,65,81,-16,1.11,-0.3,24.3,0.0
2024-2026,80,73,7,1.1,0.2,24.3,0.0
