Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,4,12,-8,0.89,-0.0,20.5,14.3
2017-2019,14,26,-12,0.91,-0.0,20.5,16.3
2018-2020,24,24,0,0.89,-0.0,22.4,18.8
2019-2021,94,66,27,0.86,0.1,22.4,25.5
2020-2022,113,7,106,0.75,1.8,22.4,31.8
2021-2023,120,22,97,0.46,1.9,14.3,39.4
2022-2024,80,35,45,0.36,1.1,14.3,43.1
2023-2025,164,81,83,0.05,2.5,11.5,64.8
2024-2026,64,75,-11,-0.04,-0.3,31.9,62.1
