Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,26,12,14,1.07,0.0,18.1,15.4
2017-2019,53,26,27,1.09,0.3,18.1,22.7
2018-2020,41,24,17,1.16,0.1,41.7,27.5
2019-2021,82,66,16,1.17,0.1,41.7,33.4
2020-2022,32,7,24,1.07,0.2,41.7,31.8
2021-2023,37,22,14,0.88,0.3,24.1,37.5
2022-2024,25,35,-10,0.83,-0.2,20.7,41.0
2023-2025,45,81,-36,0.82,-1.0,20.9,46.7
2024-2026,37,42,-5,0.82,-0.2,20.9,48.1
