Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,37,12,25,0.74,0.0,12.3,239.5
2017-2019,18,26,-7,0.76,-0.0,20.6,214.9
2018-2020,3,24,-21,0.71,-0.0,26.6,212.8
2019-2021,60,66,-6,0.61,-0.0,26.6,341.4
2020-2022,48,7,40,0.57,0.0,24.3,296.3
2021-2023,-24,22,-47,0.41,-0.2,43.7,166.5
2022-2024,-73,35,-108,0.45,-0.1,43.7,153.4
2023-2025,-28,81,-109,0.42,-0.1,32.6,144.0
2024-2026,54,75,-21,0.37,-0.0,18.5,161.7
