Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-22,12,-34,0.91,-0.0,26.5,21.1
2017-2019,-14,26,-39,0.85,-0.0,26.5,27.4
2018-2020,-19,24,-43,1.36,-0.1,62.8,20.2
2019-2021,56,66,-10,1.45,-0.0,62.8,30.4
2020-2022,52,7,45,1.33,0.1,62.8,33.8
2021-2023,68,22,46,0.97,0.2,25.2,36.2
2022-2024,29,35,-6,0.9,-0.0,25.2,38.9
2023-2025,44,81,-37,0.71,-0.6,23.7,45.7
2024-2026,4,47,-43,0.59,-0.8,16.6,39.7
