Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,49,12,37,1.11,0.1,21.7,10.8
2017-2019,117,26,92,1.23,0.7,21.7,19.0
2018-2020,183,24,159,1.16,3.0,31.7,32.8
2019-2021,245,66,179,1.18,4.3,31.7,45.0
2020-2022,39,7,32,1.21,0.7,42.4,34.2
2021-2023,22,22,0,1.36,-0.0,42.4,41.6
2022-2024,-36,35,-71,1.24,-1.5,31.4,44.1
2023-2025,-25,81,-106,0.93,-3.0,25.5,42.1
2024-2026,-61,46,-108,0.77,-3.5,25.5,39.0
