Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-18,12,-30,1.04,-0.0,30.4,4.3
2017-2019,-18,26,-44,0.82,-0.0,30.4,4.8
2018-2020,179,24,155,0.77,0.1,38.3,13.0
2019-2021,237,66,171,0.91,0.1,64.2,18.2
2020-2022,-22,7,-30,1.59,-0.0,87.7,4.7
2021-2023,-78,22,-100,2.8,-0.2,87.7,21.1
2022-2024,1171,35,1136,2.97,1.8,71.5,96.7
2023-2025,519,81,438,2.41,3.0,67.7,50.7
2024-2026,325,52,273,2.57,1.8,77.2,46.2
