Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-9,12,-21,1.11,-0.0,28.8,12.8
2017-2019,7,26,-19,0.93,-0.0,28.8,18.7
2018-2020,10,24,-14,0.91,-0.0,47.2,19.2
2019-2021,81,66,15,0.89,0.0,47.2,26.9
2020-2022,18,7,10,0.94,0.0,47.2,22.7
2021-2023,47,22,25,1.01,0.2,29.3,29.4
2022-2024,34,35,-1,1.01,-0.0,23.8,33.3
2023-2025,57,81,-24,0.88,-0.4,23.0,37.0
2024-2026,25,77,-52,0.8,-1.0,23.0,37.2
