Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-1,12,-13,0.5,-0.0,10.7,38.2
2017-2019,23,26,-3,0.46,-0.0,10.7,46.1
2018-2020,21,24,-3,0.54,-0.0,23.5,45.2
2019-2021,28,66,-39,0.51,-0.2,23.5,47.9
2020-2022,-4,7,-12,0.47,-0.0,23.5,45.5
2021-2023,-4,22,-27,0.29,-0.0,17.5,40.8
2022-2024,7,35,-28,0.3,-0.0,17.5,44.0
2023-2025,-8,81,-89,0.13,-0.8,24.1,33.8
2024-2026,6,75,-69,0.08,-0.3,24.1,36.5
