Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,225,12,213,0.29,0.8,81.7,75.5
2017-2019,296,26,270,0.29,2.2,81.7,145.0
2018-2020,430,24,407,0.72,4.3,69.6,584.8
2019-2021,1804,66,1738,0.87,19.5,59.5,933.6
2020-2022,65,7,58,1.12,0.7,75.5,333.6
2021-2023,-274,22,-296,1.34,-4.2,75.5,852.2
2022-2024,1173,35,1138,1.28,17.8,65.4,1883.8
2023-2025,1532,81,1451,0.92,29.0,31.8,1764.4
2024-2026,445,52,393,1.13,7.3,48.7,1411.6
