Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,52,12,40,0.73,0.1,14.2,104.1
2017-2019,54,26,28,0.71,0.1,12.6,118.2
2018-2020,81,24,57,0.73,0.3,20.0,151.9
2019-2021,133,66,66,0.71,1.0,20.0,248.5
2020-2022,183,7,176,0.65,2.7,20.0,329.1
2021-2023,280,22,258,0.52,5.9,18.3,524.4
2022-2024,367,35,332,0.57,8.6,23.6,694.5
2023-2025,479,81,398,0.66,9.4,32.6,966.9
2024-2026,283,71,211,0.68,5.1,32.6,1057.5
