Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,22,12,9,0.9,0.0,14.5,23.0
2017-2019,31,26,5,0.9,0.0,14.5,30.0
2018-2020,36,24,12,1.12,0.1,43.2,32.9
2019-2021,106,66,39,1.14,0.3,43.2,48.1
2020-2022,43,7,36,1.11,0.3,43.2,40.8
2021-2023,34,22,12,0.96,0.2,21.3,42.0
2022-2024,13,35,-22,0.9,-0.5,21.3,49.5
2023-2025,-14,81,-95,0.67,-2.5,28.0,39.6
2024-2026,3,75,-72,0.44,-1.4,41.1,44.5
