Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,55,12,43,1.62,0.1,30.3,14.3
2017-2019,103,26,78,1.66,0.8,30.3,27.9
2018-2020,379,24,356,1.18,3.7,38.6,81.8
2019-2021,242,66,175,1.18,2.2,45.5,65.8
2020-2022,-36,7,-44,1.5,-0.5,67.5,41.3
2021-2023,-229,22,-252,2.13,-3.3,67.5,76.8
2022-2024,50,35,15,1.97,0.2,51.0,83.0
2023-2025,103,81,22,1.08,0.5,26.7,98.4
